country_alpha,loc_code,year,n,tradagg_mean,survsagg_mean
URY,4,2006,103,-0.5368332104132881,0.6100401974136465
URY,4,1996,91,-0.046697317208959636,0.12841297262689705
URY,858001,2006,54,-0.7166942333123569,0.27466702753313016
URY,858001,1996,155,-0.5312305068931024,-0.025549762466988216
URY,858002,2022,222,-0.7753442696359683,0.9404159139659065
URY,858002,2011,88,-0.5659804204741308,0.6421921145065214
URY,858002,2006,101,-0.9145109661777251,0.46760409199430525
URY,858002,1996,128,-0.5162935875429199,0.07324119265856861
URY,858003,2022,346,0.1309029870506721,1.8439349235869056
URY,858003,2011,286,-0.04357864502727613,0.9985947507354683
URY,858003,2006,278,-0.3521249120491845,1.454111586900736
URY,858003,1996,227,0.385488696460795,1.3150980655259705
USA,2,2011,178,0.09271789051898653,0.2858399267130405
USA,5,2017,326,0.4802522597528905,0.9709872659526566
USA,5,2011,60,0.17740018122014564,0.9659876969556235
USA,5,2006,70,-0.015816536589643784,0.856294180391205
USA,5,1999,94,-0.5361015067003214,1.844702301642602
USA,8,2006,202,-0.4339047035227668,1.327105846100495
USA,8,1995,154,-0.771896613394381,1.5794062883300757
USA,840001,2017,767,-0.6610157371053996,1.0170279235470123
USA,840001,2011,557,-1.130748768004918,1.322665780888476
USA,840001,2006,380,-1.2821714894696834,1.0962670602001583
USA,840001,1999,345,-1.3942157677747395,1.4950355567366564
USA,840001,1995,506,-1.541262969873599,1.2277380768000095
USA,840002,2017,1042,0.9062773004923044,1.998587171542093
USA,840002,2011,656,-0.003660323272627035,1.8241601825391365
USA,840002,2006,482,-0.37178565733554775,1.52264467476715
USA,840002,1999,550,-0.8123290243909789,1.7232582237477538
USA,840002,1995,574,-1.1647532850569817,1.4919712854831806
USA,840004,2017,150,0.9279825628830395,1.4809574844150446
USA,840006,2017,51,2.033253752130523,1.1710982139278443
VEN,4,2021,153,-0.5489223538554269,0.15097060025538392
VEN,4,2000,392,-1.6720054859246805,0.05302424535376371
VEN,4,1996,502,-1.7769082084870538,-0.09377197718758776
VEN,5,2021,313,-1.2021756834020512,-0.46073886059771973
VEN,862001,2000,430,-1.8123124910708583,0.1860606716875015
VEN,862002,2021,87,-1.0577127115408547,-0.6696948867697322
VEN,862002,2000,63,-1.978883695172183,0.17592433817262743
VEN,862002,1996,192,-1.8712276998268187,-0.0934057423096823
VEN,862004,1996,86,-1.8861511777735154,-0.027406585184578065
VEN,862006,2021,104,-0.7813900879150967,-0.2218199395443559
VEN,862006,2000,51,-1.601043760257535,0.7796217930477448
VEN,862007,1996,76,-1.685104597528337,-0.07836325738623191
VEN,862010,2021,55,-1.0634263047452963,-0.5095356878220801
VEN,862031,2021,318,-1.3014628225605922,-0.12367820205765903
VEN,862032,2021,118,-1.0572900834340226,-0.25417179260796213
YEM,2,2014,117,-1.0710895162767475,-1.4292007063197285
YEM,887001,2014,63,-1.7205649587940963,-0.8936892714249369
YEM,887002,2014,147,-1.3504170791151937,-1.1153734303310427
ZAF,2,2013,233,-0.07914391510008693,-0.145066192143282
ZAF,2,1996,149,-1.262641497925668,-0.8918035130357443
ZAF,4,2001,170,-0.8928068698872281,-0.4551582947328124
ZAF,4,1996,140,-1.23878850754874,-0.7195513700473259
ZAF,710002,2001,89,-1.6968532187967755,-0.15142067319611308
ZAF,710003,2013,1735,-0.24020756193001072,0.16844427872784196
ZAF,710003,2001,1036,-1.0483751235300287,-0.44453264651396146
ZAF,710003,1996,1167,-1.2465829838997051,-0.5222737339328324
ZAF,710003,1990,610,-0.7436915863055663,-0.5407279740459675
ZAF,710006,2013,440,-0.4950671403306602,-0.07030963104358103
ZAF,710006,2001,826,-1.0871178489475273,-0.03335324246366245
ZAF,710007,1996,79,-1.3549362519145758,-0.5718014212267184
ZAF,710008,2001,51,-0.9664862156671487,-0.9350091098726446
ZAF,710008,1996,54,-0.9496311458150042,-1.4348547219978303
ZAF,710008,1990,52,-0.27683532875760164,-1.232259826793159
ZAF,710013,1990,211,-1.4542590399537243,-0.14797138441514623
ZAF,710014,1996,102,-0.5594996595149165,0.7187358095509446
ZAF,710014,1990,194,-0.2008260421529595,0.6383553007938682
ZAF,710015,1996,559,-1.5025804159266303,-0.3851658974737312
ZAF,710015,1990,570,-1.2586903832013019,0.1372461259437216
ZAF,710029,2013,58,0.08766628530426321,0.15520178871195392
ZMB,894001,2007,328,-0.7530196371417802,-1.0372510961916463
ZMB,894002,2007,411,-0.2177964314760796,-0.7966545018788056
ZMB,894003,2007,222,-0.5448856966408799,-0.9666959438045624
ZWE,4,2001,84,-1.1889419062129312,-1.8882895717266819
ZWE,716002,2020,63,-0.10987876188780282,-1.8453927278345406
ZWE,716002,2012,559,-1.107179196398004,-0.9206495530671174
ZWE,716010,2020,329,-0.1258740253731268,-2.2030697862460897
ZWE,716010,2001,173,-0.8004241986079668,-1.6336121932336862
ZWE,716016,2020,51,-0.8647322948199317,-1.7527306887506098
ZWE,716027,2020,351,-1.0279494554733373,-1.6676339763331771
ZWE,716027,2012,555,-1.3816185248958912,-0.7172037475658041
ZWE,716027,2001,224,-1.4621899014509843,-1.4792622383854668
